address1,address2,bamm_approved,bamm_used_desc,cems_used,city,co2_captured,comments,county,county_fips,eggrt_facility_id,emission_classification_code,emitted_co2_supplied,facility_id,facility_name,facility_types,frs_id,latitude,longitude,naics_code,parent_company,process_stationary_cml,program_name,program_sys_id,reported_industry_types,reported_subparts,reporting_status,rr_monitoring_plan,rr_monitoring_plan_filename,rr_mrv_plan_url,state,state_name,submission_id,tribal_land_id,uu_rd_exempt,year,zip
9525 105TH ST COURT S,,,,,COTTAGE GROVE,,,Washington,27163,520690.0000000000,CU_OTHERS,,1001291,Cottage Grove Cogeneration,Direct Emitter,110000423658,44.795600000000000,-92.911900000000000,221112,PanCental CGC Holdings LLC (99%); LSP-COTTAGE GROVE LLC (1%),,Clean Air Markets Division Business Database,1233,"C,D","C,D",,,,,MN,Minnesota,264154.0000000000,,,2020,55016
3141 EAST 96TH ST,,,,,CHICAGO,,,Cook,17031,521036.0000000000,DEFAULT,,1000096,Southeast Chicago Energy Project,Direct Emitter,110012514662,41.718100000000000,-87.544900000000000,221112,EXELON CORP (100%),,Clean Air Markets Division Business Database,7173,D,D,,,,,IL,Illinois,131014.0000000000,,,2016,60617
W5987 COUNTY HIGHWAY D,,,,,SARONA,,,WASHBURN COUNTY,55129,522901.0000000000,CU_OTHERS,,1002208,LAKE AREA DISPOSAL LF,Direct Emitter,110043787202,45.695430000000000,-91.839570000000000,562212,REPUBLIC SERVICES INC (100%),,FRS,110012603209,"C,HH","C,HH",,,,,WI,Wisconsin,119079.0000000000,,,2015,54870
3107 SYLVAN ROAD,,,,,ATLANTA,,,FULTON COUNTY,13121,523016.0000000000,CU_OTHERS,,1002180,OWENS-BROCKWAY GLASS CONTAINER INC PLANT #10,Direct Emitter,110000358041,33.668490000000000,-84.418900000000000,327213,"OWENS-ILLINOIS, INC (100%)",,FRS,110000358041,"C,N","C,N",,,,,GA,Georgia,85882.0000000000,,,2013,30354
118 BERGEAUX ROAD,,,,,JENNINGS,,,Acadia,22001,521046.0000000000,CU_OTHERS,,1007931,Bayou Cove Peaking Power Plant,Direct Emitter,110043802775,30.282500000000000,-92.599400000000000,221112,"NRG Energy, Inc. (100%)",,Clean Air Markets Division Business Database,7183,"C,D","C,D",,,,,LA,Louisiana,46861.0000000000,,,2011,70546
,,,,,Salt Flat,,,CULBERSON COUNTY,48109,547807.0000000000,CU_OTHERS,,1010558,"EPNG Station 6330 Guadalupe, TX",Direct Emitter,110055521163,31.773700000000000,-104.907800000000000,486210,KINDER MORGAN INC (100%),,Green House Gas e-GGRT,547807,"C,W-NGTC","C,W",,,,,TX,Texas,310391.0000000000,,,2021,79847
73-4249 PUKIAWE ST.,,,,,KAILUA KONA,,,HAWAII COUNTY,15001,530158.0000000000,CU_ONLY,,1001557,HAWAII ELECTRIC LIGHT CO (HELCO) - KEAHOLE GENERATING STATION,Direct Emitter,110071161871,19.720815000000000,-156.032477000000000,221112,HAWAII ELECTRIC LIGHT CO INC (100%),,FRS,110008062274,C,C,,,,,HI,Hawaii,131411.0000000000,,,2016,96740
12795 E YUTE,,,,,HAYDEN,,,Routt,08107,519547.0000000000,CU_OTHERS,,1001466,Hayden,Direct Emitter,110070081791,40.485600000000000,-107.185000000000000,221112,XCEL ENERGY INC (52.95%); SALT RIVER PROJECT (29.59%); PACIFICORP (17.46%),,Clean Air Markets Division Business Database,85,"C,D","C,D",,,,,CO,Colorado,95345.0000000000,,,2013,81639
2608 C.G.Woodson Road,,,,,New Canton,,,Buckingham,51029,521900.0000000000,CU_OTHERS,,1000550,Bear Garden Generating Station,Direct Emitter,110040579424,37.696100000000000,-78.284800000000000,221112,DOMINION ENERGY INC (100%),,Clean Air Markets Division Business Database,8277,"C,D","C,D",,,,,VA,Virginia,209603.0000000000,,,2019,23123
,,,,,City of Corning,,,STEUBEN COUNTY,36101,536318.0000000000,DEFAULT,,1007118,Corning Natural Gas Corporation Aggregate Rpt,Supplier,110071159489,42.151668000000000,-77.075456000000000,221210,CORNING NATURAL GAS HOLDING CORP (100%),,Green House Gas e-GGRT,536318,NN-LDC,NN,,,,,NY,New York,239717.0000000000,,,2019,14830
1451 LOWER ROAD,,,,,LINDEN,,,UNION,34039,530619.0000000000,DEFAULT,,1006684,LINDEN CITY SLF,,110013988435,40.602900000000000,-74.245600000000000,562212,CITY OF LINDEN (100%),,FRS,110013988435,,,STOPPED_REPORTING_VALID_REASON,,,,NJ,New Jersey,,,,2017,07036
701 Cedar Lake Blvd,,,,,Oklahoma City,,,OKLAHOMA COUNTY,40109,537985.0000000000,DEFAULT,,1009270,430 Permian Basin,,110067652506,35.567190000000000,-97.498270000000000,211111,"CHAPARRAL ENERGY, INC (100%);",,Green House Gas e-GGRT,537985,,,STOPPED_REPORTING_VALID_REASON,,,,OK,Oklahoma,,,,2015,73114
11345 STATE ROAD 650,,,,,SHOALS,,,MARTIN COUNTY,18101,522752.0000000000,CU_ONLY,,1006058,US GYPSUM - SHOALS PLANT,Direct Emitter,110043803444,38.684346000000000,-86.715097000000000,327420,United States Gypsum Company (100%),,FRS,110007565928,C,C,,,,,IN,Indiana,79882.0000000000,,,2013,47581
1001 Noble Energy Way,,,,,Houston,,,HARRIS COUNTY,48201,537337.0000000000,DEFAULT,,1008327,Basin 360 Anadarko - Noble Energy Inc.,,110055512985,29.960188000000000,-95.558799000000000,211111,Noble Energy Inc. (100%);,,Green House Gas e-GGRT,537337,,,STOPPED_REPORTING_VALID_REASON,,,,TX,Texas,,,,2020,77070
15555 APEX POWER PARKWAY,,,,,LAS VEGAS,,,Clark,32003,520985.0000000000,CU_OTHERS,,1000068,Apex Generating Station,"SF6 from Elec. Equip., Direct Emitter",110070081751,36.417800000000000,-114.962200000000000,221112,"LS Power Development, LLC (100%)",,Clean Air Markets Division Business Database,1534,"C,D,DD","C,D,DD",,,,,NV,Nevada,52949.0000000000,,,2012,89165
222 SOUTH CHAPEL STREET,,,,,NEWARK,,,NEW CASTLE COUNTY,10003,525479.0000000000,CU_ONLY,,1003722,UNIVERSITY OF DELAWARE,Direct Emitter,110000787346,39.675480000000000,-75.743350000000000,611310,THE UNIVERSITY OF DELAWARE (100%),,FRS,110000787346,C,C,,,,,DE,Delaware,114394.0000000000,,,2015,19716
412 North Main Street,,,,,Calvert City,,,MARSHALL COUNTY,21157,536304.0000000000,DEFAULT,,1007116,"Air Products and Chemicals, Inc.",,110039498674,37.037230000000000,-88.351153000000000,325199,"Air Products and Chemicals, Inc. (100%);",,Green House Gas e-GGRT,536304,,,STOPPED_REPORTING_VALID_REASON,,,,KY,Kentucky,,,,2017,42029
501 East Main Street,,,,,ARTESIA,,,EDDY COUNTY,35015,522850.0000000000,CU_OTHERS,,1007972,"NAVAJO REFINING COMPANY, LLC - Artesia Refinery","Supplier, Direct Emitter",110000472630,32.848593000000000,-104.394383000000000,324110,HOLLYFRONTIER CORP (100%),,FRS,110040617507,"C,MM-REF,P,Y","C,MM,P,Y",,,,,NM,New Mexico,158634.0000000000,,,2016,88210
,,,,,East Brunswick,,,MIDDLESEX COUNTY,34023,527214.0000000000,DEFAULT,,1006390,Edgeboro Landfill,Direct Emitter,110000802640,40.473500000000000,-74.386200000000000,562212,Edgeboro Inc. -  the Parent Company of the Reporting Entity (Edgeboro Disposal Inc.) (100%),,Green House Gas e-GGRT,527214,HH,HH,,,,,NJ,New Jersey,88532.0000000000,,,2013,08816
170 JACKIE HOLLOW RD,,,,,LIBERTY,,,CASEY COUNTY,21045,526308.0000000000,CU_OTHERS,,1004358,COLUMBIA GULF TRANSMISSION CO. Clementsville CS,Direct Emitter,110000846461,37.312745000000000,-85.058551000000000,486210,COLUMBIA PIPELINE GROUP (100%),,FRS,110000846461,"C,W-NGTC","C,W",,,,,KY,Kentucky,116226.0000000000,,,2015,42539
100 WEST COUNTY RD Y,,,,,OSHKOSH,,,WINNEBAGO COUNTY,55139,526657.0000000000,CU_OTHERS,,1007224,WINNEBAGO COUNTY SUNNYVIEW LANDFILL,Direct Emitter,110043811328,44.086010000000000,-88.549349000000000,562212,Winnebago County Solid Waste Management Board (100%),,FRS,110028044346,"C,HH,TT","C,HH,TT",,,,,WI,Wisconsin,81650.0000000000,,,2013,54901
"1200 17th Street, Suite 2100",,,,,Denver,,,,,543822.0000000000,DEFAULT,,1009732,BKV Operating LLC,Onshore Oil & Gas Production,,29.757880000000000,-95.370130000000000,211130,BKV OPERATING LLC (100%),,Green House Gas e-GGRT,543822,W-ONSH,W,,,,,CO,Colorado,265731.0000000000,,,2020,80202
785 Overview Drive,,,,,Shelocta,,,INDIANA COUNTY,42063,554998.0000000000,DEFAULT,,1011206,Parkwood Mine,Direct Emitter,110071159186,40.661143000000000,-79.323626000000000,212112,ROSEBUD MINING CO (100%),,Green House Gas e-GGRT,554998,FF,FF,,,,,PA,Pennsylvania,129298.0000000000,,,2016,15774
8101 LITTLE YORK RD,,,,,HOUSTON,,,HARRIS COUNTY,48201,523334.0000000000,DEFAULT,,1002514,WHISPERING PINES LANDFILL,Direct Emitter,110002371996,29.879000000000000,-95.266000000000000,562212,REPUBLIC SERVICES INC (100%),,FRS,110002371996,HH,HH,,,,,TX,Texas,179639.0000000000,,,2018,77016
1214 Road G,,,,,Fairmont,,,FILLMORE COUNTY,31059,523240.0000000000,CU_ONLY,,1002073,"POET- Biorefining Fairmont, LLC",Direct Emitter,110030917603,40.611370000000000,-97.601400000000000,325193,KOCH INDUSTRIES INC (100%),,Green House Gas e-GGRT,523240,"C,II","C,II",,,,,NE,Nebraska,161291.0000000000,,,2017,68354
6055 BUSH RIVER ROAD,,,,Y,COLUMBIA,,,Lexington,45063,520095.0000000000,DEFAULT,,1000909,McMeekin,Direct Emitter,110040510284,34.053300000000000,-81.217800000000000,221112,DOMINION ENERGY INC (100%),,Clean Air Markets Division Business Database,634,D,D,,,,,SC,South Carolina,342700.0000000000,,,2022,29212
"210 RED CLOUD RD, HWY 62/180",,,,,CARLSBAD,,,EDDY COUNTY,35015,528781.0000000000,CU_ONLY,,1005438,INTREPID POTASH EAST KCL COMPACTION,Direct Emitter,110041143278,32.503100000000000,-103.782510000000000,212391,INTREPID POTASH INC (100%),,FRS,110041143278,C,C,,,,,NM,New Mexico,178450.0000000000,,,2018,88220
1132 33RD STREET,,,,,RIO RANCHO,,,SANDOVAL COUNTY,35043,524961.0000000000,DEFAULT,,1007769,RIO RANCHO MUNICPAL LANDFILL,Direct Emitter,110061382944,35.276515000000000,-106.671040000000000,562212,WASTE MANAGEMENT INC (100%),,FRS,110007145099,HH,HH,,,,,NM,New Mexico,178647.0000000000,,,2018,87124
1 BUCKEYE DRIVE,,,,,PERRY,,,TAYLOR COUNTY,12123,524445.0000000000,CU_OTHERS,,1000345,"Foley Cellulose, LLC",Direct Emitter,110056962381,30.068694000000000,-83.523750000000000,322110,BUCKEYE TECHNOLOGIES INC (100%),,FRS,110000362223,"AA,C,TT","AA,C,TT",,,,,FL,Florida,65198.0000000000,,,2012,32348
17400 HWY 365,,,,,Little Rock,,,Pulaski,05119,520804.0000000000,CU_OTHERS,,1001368,Oswald Generating Station,Direct Emitter,110024952176,34.592300000000000,-92.216600000000000,221112,ARKANSAS ELECTRIC COOPERATIVE CORP (100%),,Clean Air Markets Division Business Database,1348,"C,D","C,D",,,,,AR,Arkansas,336305.0000000000,,,2022,72206
,,,,,GREENSBURG,,,KIOWA,20097,527236.0000000000,CU_OTHERS,,1004776,ANR Pipeline Greensburg CS,Direct Emitter,110070081905,37.614220000000000,-99.396874000000000,486210,ANR Pipeline Company (100%),,FRS,110009972244,"C,W-NGTC","C,W",,,,,KS,Kansas,49507.0000000000,,,2012,67054
19 NESS LN,,,,,KANE,,,MCKEAN COUNTY,42083,528469.0000000000,CU_OTHERS,,1005530,MCKEAN CNTY LDFL,Direct Emitter,110010261233,41.665943000000000,-78.637962000000000,562212,CASELLA WASTE SYSTEMS INC (100%),,FRS,110010261233,"C,HH","C,HH",,,,,PA,Pennsylvania,320664.0000000000,,,2021,16735
370 17th Street Ste 2500,,,,,Denver,,,DENVER COUNTY,08031,563827.0000000000,DEFAULT,,1012207,DCP Midstream 360 Anadarko Basin,Onshore Gathering & Boosting,110070082196,39.743690000000000,-104.987770000000000,211130,DCP MIDSTREAM LP (100%),,Green House Gas e-GGRT,563827,W-GB,W,,,,,CO,Colorado,342173.0000000000,,,2022,80202
7040 North Hwy 59,,,,,Merced,,,MERCED,06047,534377.0000000000,DEFAULT,,1006216,Highway 59 Landfill,Direct Emitter,110043972804,37.393900000000000,-120.498100000000000,562212,Merced County Regional Waste Management Authority (100%),,Green House Gas e-GGRT,534377,HH,HH,,,,,CA,California,96016.0000000000,,,2011,95348
2787 ALTON DRIVE,,,,,BIRMINGHAM,,,JEFFERSON COUNTY,01073,528015.0000000000,DEFAULT,,1007018,"EASTERN AREA LANDFILL, BIRMINGHAM",Direct Emitter,110001712816,33.597200000000000,-86.629000000000000,562212,CITY OF BIRMINGHAM ALABAMA (100%),,FRS,110001712816,HH,HH,,,,,AL,Alabama,346310.0000000000,,,2022,35210
30191 N. County Rd. 3120,,,,,ELMORE CITY,,,GARVIN,40049,527184.0000000000,CU_ONLY,,1005058,ELMORE CITY GAS PLANT,Direct Emitter,110007164512,34.563056000000000,-97.438056000000000,211112,CIMAREX ENERGY CO (100%),,FRS,110007164512,C,C,,,,,OK,Oklahoma,25366.0000000000,16.0000000000,,2011,73433
3596 SR 39 NW,,,,,Dover,,,TUSCARAWAS COUNTY,39157,526806.0000000000,DEFAULT,,1004399,Kimble Sanitary Landfill,Direct Emitter,110060899425,40.511390000000000,-81.541370000000000,562212,KIMBLE CO (100%),,Green House Gas e-GGRT,526806,HH,HH,,,,,OH,Ohio,346451.0000000000,,,2022,44622
53 RAMOS FARMS ROAD,,,,,LORDSBURG,,,Hidalgo,35023,521178.0000000000,DEFAULT,,1000181,Pyramid Generating Station,Direct Emitter,110014356990,32.236300000000000,-108.549400000000000,221112,TRI-STATE GENERATION & TRANSMISSION ASSOC INC (100%),,Clean Air Markets Division Business Database,7375,"C,D","C,D",,,,,NM,New Mexico,358049.0000000000,,,2023,88045
"31.89174, -103.67283",,,,,Kermit,,,,,545719.0000000000,DEFAULT,,1010268,Avalon CGF 4,,,31.891740000000000,-103.672830000000000,211111,ANADARKO PETROLEUM CORP (100%),,Green House Gas e-GGRT,545719,,,STOPPED_REPORTING_VALID_REASON,,,,TX,Texas,,,,2019,79745
1099 18th St. #1800,,,,,Denver,,,,,537078.0000000000,DEFAULT,,1008202,Denver Basin - AAPG Province 540,Onshore Oil & Gas Production,,39.749330000000000,-104.992750000000000,211120,OCCIDENTAL PETROLEUM CORP (100%),,Green House Gas e-GGRT,537078,W-ONSH,W,,,,,CO,Colorado,297797.0000000000,,,2020,80202
801 Gerdau Dr.,,,,,JACKSON,,,MADISON COUNTY,47113,528579.0000000000,CU_OTHERS,,1004493,GERDAU AMERISTEEL,Direct Emitter,110007846359,35.724090000000000,-88.817660000000000,331111,GERDAU USA INC (100%),,FRS,110007846359,"C,Q","C,Q",,,,,TN,Tennessee,119192.0000000000,,,2015,38305
20650 County Road 205,,,,,Milner,,,ROUTT COUNTY,08107,528310.0000000000,CU_OTHERS,,1006834,Twin Landfill Corporation,Direct Emitter,110033165660,40.479041000000000,-107.035027000000000,562212,TWIN LANDFILL CORP (100%),,Green House Gas e-GGRT,528310,"C,HH","C,HH",,,,,CO,Colorado,357392.0000000000,,,2023,80487
,,,,,Roy,,,HARDING COUNTY,35021,558977.0000000000,DEFAULT,,1011687,Team CO2 Compressor Station,,110064007523,35.895000000000000,-103.703000000000000,211111,WHITING PETROLEUM CORP (100%),,Green House Gas e-GGRT,558977,,,STOPPED_REPORTING_VALID_REASON,,,,NM,New Mexico,,,,2020,87743
325 S WASHINGTON RD,,,,,TURLOCK,,,STANISLAUS COUNTY,06099,525694.0000000000,DEFAULT,,1003831,WALNUT POWER PLANT,,110043789157,37.489917000000000,-120.903595000000000,221112,TURLOCK IRRIGATION DISTRICT (100%),,FRS,110005979977,,,STOPPED_REPORTING_VALID_REASON,,,,CA,California,,,,2021,95380
,,,,,Moran,,,Eastland,48133,525379.0000000000,CU_OTHERS,,1003539,"HILL LAKE GAS STORAGE, LLC",Direct Emitter,,32.498380000000000,-99.021296000000000,486210,CASTLETON COMMODITIES INTERNATIONAL LLC (100%),,Green House Gas e-GGRT,525379,"C,W-UNSTG","C,W",,,,,TX,Texas,265223.0000000000,,,2020,76464
175 NORTHEAST 6TH AVENUE,,,,,ONTARIO,,,MALHEUR COUNTY,41045,527817.0000000000,DEFAULT,,1006018,KRAFT HEINZ FOOD COMPANY,,110000488936,44.033053000000000,-116.957188000000000,311411,THE KRAFT HEINZ CO (100%),,FRS,110000488936,,,STOPPED_REPORTING_UNKNOWN_REASON,,,,OR,Oregon,,,,2023,97914
101 REPUBLIC WAY,,,,,AVALON,,,ELLIS COUNTY,48139,523360.0000000000,DEFAULT,,1002644,CSC DISPOSAL AND LANDFILL,Direct Emitter,110008142198,32.223334000000000,-96.787501000000000,562212,REPUBLIC SERVICES INC (100%),,FRS,110008142198,HH,HH,,,,,TX,Texas,358818.0000000000,,,2023,76623
1920 PAK TANK RD.,,,,Y,SULPHUR,,,CALCASIEU PARISH,22019,522913.0000000000,CU_ONLY,,1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,Direct Emitter,110015679853,30.147688000000000,-93.335266000000000,324199,RAIN CII CARBON LLC (100%),,FRS,110015679853,C,C,,,,,LA,Louisiana,136295.0000000000,,,2016,70665
,,,,,Mobile,,,MOBILE COUNTY,01097,545577.0000000000,DEFAULT,,1010184,International Paper Mobile Closed Landfill,Direct Emitter,110055519693,30.751683000000000,-88.054862000000000,562212,INTERNATIONAL PAPER CO (100%),,Green House Gas e-GGRT,545577,TT,TT,,,,,AL,Alabama,305719.0000000000,,,2021,36610
235 Joes Branch Road,,,,,Comfort,,,BOONE COUNTY,54005,544745.0000000000,DEFAULT,,1010193,Peerless,Direct Emitter,110071159437,38.108776000000000,-81.570611000000000,212112,BLACK HAWK MINING LLC (100%),,Green House Gas e-GGRT,544745,FF,FF,,,,,WV,West Virginia,176856.0000000000,,,2018,25049
85 First Street West,,,,,Fort Drum,,,JEFFERSON COUNTY,36045,524484.0000000000,CU_ONLY,,1003145,US Army Fort Drum,Direct Emitter,110002152937,44.054520000000000,-75.795920000000000,928110,,,Green House Gas e-GGRT,524484,C,C,,,,,NY,New York,29086.0000000000,,,2011,13602
1555 Baumann Road,,,,,Lexington,,,FAYETTE,21067,530262.0000000000,DEFAULT,,1006516,Haefling,,110043972555,38.124888000000000,-84.501244000000000,221112,LG&E and KU Energy LLC (100%);,,Green House Gas e-GGRT,530262,,,STOPPED_REPORTING_VALID_REASON,,,,KY,Kentucky,,,,2022,40507
1201 N BROADWAY AVE,,,,,OTHELLO,,,ADAMS COUNTY,53001,524380.0000000000,CU_ONLY,,1002804,J R SIMPLOT CO,Direct Emitter,110000491655,46.837778000000000,-119.176389000000000,311411,J. R. Simplot Company (100%),,FRS,110000491655,C,C,,,,,WA,Washington,59677.0000000000,,,2010,99344
17440 RIVER RD,,,,,LAPLACE,,,Saint Charles,22089,519756.0000000000,CU_OTHERS,,1001605,Little Gypsy,Direct Emitter,110071161626,30.003300000000000,-90.461100000000000,221112,ENTERGY CORP (100%),,Clean Air Markets Division Business Database,294,"C,D","C,D",,,,,LA,Louisiana,251237.0000000000,,,2020,70079
3773 Cherry Creek Drive North - Suite 1000,,,,,Denver,,,,,572083.0000000000,DEFAULT,,1013372,Transmontaigne Product Services Inc.,,,39.708973000000000,-104.942283000000000,424720,,,Green House Gas e-GGRT,572083,,,STOPPED_REPORTING_UNKNOWN_REASON,,,,CO,Colorado,,,,2020,80209
810 Lowry Hwy,,,,,Lowry,,,HARRIS COUNTY,48201,526756.0000000000,CU_OTHERS,,1007352,Targa Midstream Services LLC - Lowry Gas Processing Plant,Direct Emitter,110043796443,29.758150000000000,-95.367830000000000,211112,Targa Resources Corporation (100%),,Green House Gas e-GGRT,526756,"C,W-PROC","C,W",,,,,LA,Louisiana,111093.0000000000,,,2014,70549
"1895 Big Inch Rd., NE",,,,,Somerset,,,PERRY COUNTY,39127,523714.0000000000,CU_OTHERS,,1002402,Somerset,Direct Emitter,110071161844,39.782719000000000,-82.291662000000000,486210,Enbridge (US) Inc (100%),,FRS,110000850080,"C,W-NGTC","C,W",,,,,OH,Ohio,265338.0000000000,,,2020,43783
2500 N BEL AIRE DR,,,,,BURBANK,,,LOS ANGELES,06037,526379.0000000000,DEFAULT,,1007600,"BURBANK CITY OF, PUBLIC WORKS DEPT",,110038053682,34.206368000000000,-118.312971000000000,562212,City of Burbank (100%);,,FRS,110038053682,,,STOPPED_REPORTING_VALID_REASON,,,,CA,California,,,,2022,91504
3200 Warbro Road,,,,,Midlothian,,,CHESTERFIELD,51041,527471.0000000000,DEFAULT,,1004762,Northern Area Landfill,Direct Emitter,110070081902,37.444543000000000,-77.626430000000000,562212,Chesterfield County (100%),,Green House Gas e-GGRT,527471,HH,HH,,,,,VA,Virginia,65274.0000000000,,,2012,23112
6283 Highway 996,,,,,Belle Rose,,,ASSUMPTION PARISH,22007,561159.0000000000,CU_OTHERS,,1011947,Gulf South Pipeline - Rodrigue Station,Direct Emitter,110071161768,30.058269000000000,-91.118525000000000,486210,LOEWS CORP (100%),,Green House Gas e-GGRT,561159,"C,W-NGTC","C,W",,,,,LA,Louisiana,195360.0000000000,,,2018,70341
ONE WILD DUCK LANE,,,,,PORTSMOUTH,,,Portsmouth,51740,521418.0000000000,DEFAULT,,1000294,"Virginia Renewable Power - Portsmouth, LLC",Direct Emitter,110000342380,36.870300000000000,-76.351900000000000,221122,"Portsmouth Genco, LLC (100%)",,Clean Air Markets Division Business Database,7644,D,D,,,,,VA,Virginia,101714.0000000000,,,2014,23703
3172 State Hwy 16 North,,,,,Bandera,,,BANDERA,48019,546818.0000000000,DEFAULT,,1010308,Bandera Electric Cooperative,,110064274057,29.735226000000000,-99.110770000000000,221122,"Bandera Electric Cooperative, Inc. (100%);",,Green House Gas e-GGRT,546818,,,STOPPED_REPORTING_VALID_REASON,,,,TX,Texas,,,,2017,78003
3185 117th Street,,,,,Inver Grove Heights,,,DAKOTA COUNTY,27037,525175.0000000000,CU_ONLY,,1003409,Inver Hills Generating Plant,Direct Emitter,110001829610,44.781000000000000,-93.042000000000000,221112,XCEL ENERGY (100%),,Clean Air Markets Division Business Database,376,C,C,,,,,MN,Minnesota,118652.0000000000,,,2015,55075
"HWY 146, 2.12 MI NW OF_CHATHAM",,,,,CHATHAM,,,JACKSON PARISH,22049,524799.0000000000,CU_OTHERS,,1005650,CHATHAM CMP STN,Direct Emitter,110071160850,32.311010000000000,-92.460530000000000,486210,ENERGY TRANSFER LP (100%),,FRS,110040484320,"C,W-NGTC","C,W",,,,,LA,Louisiana,309361.0000000000,,,2021,71226
633 Callahan Avenue,,,,,Appalachia,,,WISE COUNTY,51195,544088.0000000000,DEFAULT,,1009749,Revelation-Osaka Mine #1,Direct Emitter,110055517114,36.970042000000000,-82.604399000000000,212112,ALPHA NATURAL RESOURCES LLC (100%),,Green House Gas e-GGRT,544088,FF,FF,,,,,VA,Virginia,51648.0000000000,,,2012,24216
13568 Hamner Ave,,,,,Ontario,,,San Bernardino,06071,521833.0000000000,DEFAULT,,1000516,Mira Loma Generating Station,,110030489059,34.005400000000000,-117.560400000000000,221112,EDISON INTERNATIONAL (100%);,,Clean Air Markets Division Business Database,8205,,,STOPPED_REPORTING_VALID_REASON,,,,CA,California,,,,2017,91761
6100 N. Western Avenue,,,,,Oklahoma City,,,Oklahoma,40109,538478.0000000000,DEFAULT,,1008521,"Chesapeake Appalachia LLC, 160 - Appalachian Basin",,110035839876,35.533760000000000,-97.529760000000000,211111,CHESAPEAKE ENERGY CORP (100%),,Green House Gas e-GGRT,538478,,,STOPPED_REPORTING_VALID_REASON,,,,OK,Oklahoma,,,,2021,73118
1559 GIFFORD ROAD,,,,,ELGIN,,,Cook,17031,520934.0000000000,CU_OTHERS,,1000817,"Elgin Energy Center, LLC",Direct Emitter,110001229796,41.999700000000000,-88.244500000000000,221112,"Rockland Power Partners II, LP (100%)",,Clean Air Markets Division Business Database,1483,"C,D","C,D",,,,,IL,Illinois,108758.0000000000,,,2014,60120
261 FCR 181,,,,,STREETMAN,,,FREESTONE,48161,524677.0000000000,CU_OTHERS,,1003129,AKER PLANT,"Supplier, Direct Emitter",110033247172,31.908060000000000,-96.227219000000000,211111,"Enbridge Energy Partners, L.P. (100%)",,FRS,110033247172,"C,PP,W-PROC","C,PP,W",,,,,TX,Texas,37151.0000000000,,,2011,75859
9984 WEST WALNUT AVENUE,,,,,LIVINGSTON,,,MERCED COUNTY,06047,526045.0000000000,CU_ONLY,,1004262,SENSIENT NATURAL INGREDIENTS LLC,Direct Emitter,110001176575,37.389912000000000,-120.667450000000000,311423,SENSIENT TECHNOLOGIES CORP (100%),,FRS,110001176575,C,C,,,,,CA,California,107184.0000000000,,,2014,95334
450 TS POWER PLANT ROAD,,,,,BATTLE MOUNTAIN,,,Eureka,32011,521720.0000000000,DEFAULT,,1000446,TS Power Plant,Direct Emitter,110039075675,40.745800000000000,-116.529700000000000,221112,NEWMONT USA LTD (100%),,Clean Air Markets Division Business Database,8080,D,D,,,,,NV,Nevada,99808.0000000000,,,2014,89820
24201 STATE HWY E,,,,,ESSEX,,,Stoddard,29207,520446.0000000000,DEFAULT,,1006098,Essex Power Plant,Direct Emitter,110071161650,36.867800000000000,-89.839700000000000,221112,ASSOCIATED ELECTRIC COOPERATIVE INC (100%),,Clean Air Markets Division Business Database,985,D,D,,,,,MO,Missouri,306841.0000000000,,,2021,63825
6207 HEMPTON LAKE RD,,,,,WHITELAW,,,MANITOWOC COUNTY,55071,524743.0000000000,CU_OTHERS,,1007834,"WASTE MANAGEMENT OF WISCONSIN, INC.",Direct Emitter,110010410581,44.174400000000000,-87.829400000000000,562212,"Waste Management, Inc. (100%)",,FRS,110010410581,"C,HH","C,HH",,,,,WI,Wisconsin,94056.0000000000,,,2013,54247
South Cortland-Virgil Road,,,,,Town of Virgil,,,CORTLAND COUNTY,36023,536323.0000000000,DEFAULT,,1007123,CNGC/DTI Virgil Station,,110055511511,42.589080000000000,-76.201557000000000,221210,CORNING NATURAL GAS CORP (100%);,,Green House Gas e-GGRT,536323,,,STOPPED_REPORTING_VALID_REASON,,,,NY,New York,,,,2014,13045
"1415 Louisiana, Suite 1600",,,,,Houston,,,,,543600.0000000000,DEFAULT,,1009584,Sabine Oil & Gas Corporation - 260 - East Texas Basin,Onshore Oil & Gas Production,,29.755070000000000,-95.370310000000000,211111,SABINE OIL & GAS LLC (100%),,Green House Gas e-GGRT,543600,W-ONSH,W,,,,,TX,Texas,186957.0000000000,,,2017,77002
8900 HEMLOCK ROAD,,,,,INDEPENDENCE,,,CUYAHOGA COUNTY,39035,528127.0000000000,DEFAULT,,1005326,DIGERONIMO AGGREGATES LLC (1318270383),,110043806708,41.381640000000000,-81.623570000000000,212399,DIGERONIMO AGGREGATES LLC (100%),,FRS,110041177516,,,STOPPED_REPORTING_UNKNOWN_REASON,,,,OH,Ohio,,,,2020,44131
180 Roberts Road,,,,,Fayetteville,,,FAYETTE,13113,526897.0000000000,DEFAULT,,1005901,Roberts Road Landfill,,110040580083,33.473501000000000,-84.501243500000000,562212,"Republic Services, Inc. (100%);",,Green House Gas e-GGRT,526897,,,STOPPED_REPORTING_VALID_REASON,,,,GA,Georgia,,,,2022,30214
